transaction_id,revenue_at_risk,risk_score,risk_level,root_cause,risk_factors,recommended_recovery_window
txn_3d823a11,16779.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 5 previous failed payments"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_0336369c,26372.0,35,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer lifetime value is >= 100,000""]",30-60 minutes
txn_62b9ed5f,18641.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 87 days overdue""]",1-3 days
txn_79763343,29367.0,35,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue""]",1-3 days
txn_b4dc0911,29112.0,40,MEDIUM,OTHER_REVENUE_RISK,"[""Payment failed"", ""Customer has 4 previous failed payments""]",24 hours
txn_2faae895,25223.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 69 days overdue""]",1-3 days
txn_c7712190,35647.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 85 days overdue""]",1-3 days
txn_9f527831,30685.0,35,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue""]",1-3 days
txn_2be47d4c,11332.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 80 days overdue""]",1-3 days
txn_bbf209c4,34736.0,30,MEDIUM,AUTHENTICATION_FAILURE,"[""Payment failed""]",1-4 hours
txn_50c10810,25849.0,30,MEDIUM,PAYMENT_METHOD_FAILURE,"[""Payment failed""]",1-4 hours
txn_dc87cd75,22603.0,40,MEDIUM,AUTHENTICATION_FAILURE,"[""Payment failed"", ""Customer has 3 previous failed payments""]",1-4 hours
txn_8cb48294,41504.0,35,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer lifetime value is >= 100,000""]",30-60 minutes
txn_288211ad,40848.0,30,MEDIUM,INSUFFICIENT_FUNDS,"[""Payment failed""]",24-48 hours
txn_f5c00e51,42758.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_acd6a3b4,24847.0,30,MEDIUM,PAYMENT_METHOD_FAILURE,"[""Payment failed""]",1-4 hours
txn_6f579176,4037.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 71 days overdue""]",1-3 days
txn_a6590c00,35047.0,30,MEDIUM,TEMPORARY_PAYMENT_FAILURE,"[""Payment failed""]",15-30 minutes
txn_fec42563,14081.0,30,MEDIUM,SUBSCRIPTION_PAYMENT_FAILURE,"[""Payment failed""]",24-48 hours
txn_22ee685c,39475.0,40,MEDIUM,AUTHENTICATION_FAILURE,"[""Payment failed"", ""Customer has 3 previous failed payments""]",1-4 hours
txn_2837c359,25204.0,40,MEDIUM,SUBSCRIPTION_PAYMENT_FAILURE,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",24-48 hours
txn_e7357f1a,21507.0,35,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue""]",1-3 days
txn_85f5990d,21743.0,30,MEDIUM,PAYMENT_METHOD_FAILURE,"[""Payment failed""]",1-4 hours
txn_5019d70d,24683.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 32 days overdue""]",1-3 days
txn_147945c2,1526.0,30,MEDIUM,TEMPORARY_PAYMENT_FAILURE,"[""Payment failed""]",15-30 minutes
txn_e0887264,29913.0,35,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer has 3 previous failed payments""]",30-60 minutes
txn_92c95ea1,43412.0,65,HIGH,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 3 previous failed payments"", ""Invoice is 18 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_0761b15d,23773.0,45,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer has 3 previous failed payments"", ""Customer lifetime value is >= 100,000""]",30-60 minutes
txn_2ef0f9c6,21976.0,40,MEDIUM,OTHER_REVENUE_RISK,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",24 hours
txn_52bd6f36,28448.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 33 days overdue""]",1-3 days
txn_0c36c3c9,49476.0,30,MEDIUM,AUTHENTICATION_FAILURE,"[""Payment failed""]",1-4 hours
txn_6cf82fad,38596.0,30,MEDIUM,OTHER_REVENUE_RISK,"[""Payment failed""]",24 hours
txn_91b3b249,20540.0,45,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer has 4 previous failed payments"", ""Customer lifetime value is >= 100,000""]",30-60 minutes
txn_a9d2bd4e,754.0,30,MEDIUM,AUTHENTICATION_FAILURE,"[""Payment failed""]",1-4 hours
txn_9e3c5ca1,11488.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_1ea3a515,222.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_67ffa4a3,21391.0,30,MEDIUM,OTHER_REVENUE_RISK,"[""Payment failed""]",24 hours
txn_467d8159,943.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_e2fb0a09,41882.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 51 days overdue""]",1-3 days
txn_c9f0e82e,47097.0,40,MEDIUM,OTHER_REVENUE_RISK,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",24 hours
txn_5e729a1b,43766.0,30,MEDIUM,OTHER_REVENUE_RISK,"[""Payment failed""]",24 hours
txn_809be84d,21596.0,40,MEDIUM,INSUFFICIENT_FUNDS,"[""Payment failed"", ""Customer has 3 previous failed payments""]",24-48 hours
txn_b877ef5e,26852.0,30,MEDIUM,AUTHENTICATION_FAILURE,"[""Payment failed""]",1-4 hours
txn_8e0af4fe,23994.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 76 days overdue""]",1-3 days
txn_5e433e33,2388.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 58 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_2c1dfd34,18650.0,40,MEDIUM,AUTHENTICATION_FAILURE,"[""Payment failed"", ""Customer has 4 previous failed payments""]",1-4 hours
txn_91590cfa,23047.0,65,HIGH,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 5 previous failed payments"", ""Invoice is 38 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_a7a92f58,4755.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 26 days overdue""]",1-3 days
txn_35425d9e,31027.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 16 days overdue""]",1-3 days
txn_d965e4c3,33481.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_c9ada4d2,13811.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_af5a23c9,31316.0,30,MEDIUM,PAYMENT_METHOD_FAILURE,"[""Payment failed""]",1-4 hours
txn_3fbe02e6,4050.0,40,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",15-30 minutes
txn_cba512af,22651.0,30,MEDIUM,PAYMENT_METHOD_FAILURE,"[""Payment failed""]",1-4 hours
txn_2f4017e5,29726.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_ad35ba07,11887.0,30,MEDIUM,OTHER_REVENUE_RISK,"[""Payment failed""]",24 hours
txn_2fc092a3,49389.0,45,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer has 3 previous failed payments"", ""Customer lifetime value is >= 100,000""]",30-60 minutes
txn_5e8c8556,23727.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 36 days overdue""]",1-3 days
txn_93dcb28e,10488.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 65 days overdue""]",1-3 days
txn_5e0d4a7c,38082.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 3 previous failed payments"", ""Invoice is 70 days overdue""]",1-3 days
txn_e82e0a67,20660.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 50 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_2a9a89fa,35375.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_e07d1707,19335.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 50 days overdue""]",1-3 days
txn_a24cf062,4101.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 89 days overdue""]",1-3 days
txn_02883695,23168.0,35,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue""]",1-3 days
txn_ddf54575,24986.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_26593d6b,10118.0,30,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,"[""Payment failed""]",15-30 minutes
txn_c8c33114,42189.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_e50f1282,4833.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 46 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_8aed0781,21570.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 5 previous failed payments"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_79653f88,19455.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 31 days overdue""]",1-3 days
txn_5557025e,10058.0,30,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,"[""Payment failed""]",15-30 minutes
txn_6744a42e,23350.0,40,MEDIUM,PAYMENT_METHOD_FAILURE,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",1-4 hours
txn_758c89c7,46909.0,35,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue""]",1-3 days
txn_07bb4fa3,46535.0,30,MEDIUM,AUTHENTICATION_FAILURE,"[""Payment failed""]",1-4 hours
txn_a04d0465,6564.0,40,MEDIUM,PAYMENT_METHOD_FAILURE,"[""Payment failed"", ""Customer has 3 previous failed payments""]",1-4 hours
txn_6a2aea32,20663.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 55 days overdue""]",1-3 days
txn_ef2eb53c,43369.0,30,MEDIUM,SUBSCRIPTION_PAYMENT_FAILURE,"[""Payment failed""]",24-48 hours
txn_413dccc1,27597.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 58 days overdue""]",1-3 days
txn_5c4ac7ea,22885.0,40,MEDIUM,INSUFFICIENT_FUNDS,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",24-48 hours
txn_ff789646,39897.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_df1189e3,18178.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 3 previous failed payments"", ""Invoice is 58 days overdue""]",1-3 days
txn_5b5f9a9b,48267.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 89 days overdue""]",1-3 days
txn_5690f84c,49977.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 38 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_afc387fd,32021.0,30,MEDIUM,AUTHENTICATION_FAILURE,"[""Payment failed""]",1-4 hours
txn_ffa0eb68,26069.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 82 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_cb8a9f62,46775.0,45,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer has 3 previous failed payments"", ""Customer lifetime value is >= 100,000""]",30-60 minutes
txn_5e068b07,42928.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 72 days overdue""]",1-3 days
txn_38f904d5,38594.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_cbf14db4,43946.0,30,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,"[""Payment failed""]",15-30 minutes
txn_08b3d612,17251.0,30,MEDIUM,TEMPORARY_PAYMENT_FAILURE,"[""Payment failed""]",15-30 minutes
txn_2b44d186,42559.0,35,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer lifetime value is >= 100,000""]",30-60 minutes
txn_6f85ae7c,39518.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_483e0a81,17026.0,35,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer lifetime value is >= 100,000""]",30-60 minutes
txn_385fab62,9840.0,35,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue""]",1-3 days
txn_7bc06e74,25367.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 33 days overdue""]",1-3 days
txn_1910d280,23892.0,35,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer has 3 previous failed payments""]",30-60 minutes
txn_54231848,33130.0,30,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,"[""Payment failed""]",15-30 minutes
txn_f3e53684,33848.0,30,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,"[""Payment failed""]",15-30 minutes
txn_f5f1f3e7,22669.0,30,MEDIUM,SUBSCRIPTION_PAYMENT_FAILURE,"[""Payment failed""]",24-48 hours
txn_341503db,49148.0,35,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer lifetime value is >= 100,000""]",30-60 minutes
txn_f08b268d,16943.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 61 days overdue""]",1-3 days
txn_8dcd3b24,29983.0,35,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer has 3 previous failed payments""]",30-60 minutes
txn_97d5458c,34255.0,40,MEDIUM,PAYMENT_METHOD_FAILURE,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",1-4 hours
txn_81d445ce,43822.0,50,MEDIUM,AUTHENTICATION_FAILURE,"[""Payment failed"", ""Customer has 5 previous failed payments"", ""Customer lifetime value is >= 100,000""]",1-4 hours
txn_1b78de9c,9944.0,30,MEDIUM,INSUFFICIENT_FUNDS,"[""Payment failed""]",24-48 hours
txn_e63c2e8f,41860.0,30,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,"[""Payment failed""]",15-30 minutes
txn_0c590cbc,8956.0,30,MEDIUM,TEMPORARY_PAYMENT_FAILURE,"[""Payment failed""]",15-30 minutes
txn_b4df0451,43865.0,35,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer has 3 previous failed payments""]",30-60 minutes
txn_35c1090e,1018.0,40,MEDIUM,TEMPORARY_PAYMENT_FAILURE,"[""Payment failed"", ""Customer has 3 previous failed payments""]",15-30 minutes
txn_042b3c5a,42115.0,65,HIGH,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 3 previous failed payments"", ""Invoice is 38 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_2c6ca125,4290.0,30,MEDIUM,OTHER_REVENUE_RISK,"[""Payment failed""]",24 hours
txn_9570a8ad,44654.0,40,MEDIUM,AUTHENTICATION_FAILURE,"[""Payment failed"", ""Customer has 3 previous failed payments""]",1-4 hours
txn_b7ca3d59,45039.0,30,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,"[""Payment failed""]",15-30 minutes
txn_6d144e1f,27120.0,30,MEDIUM,SUBSCRIPTION_PAYMENT_FAILURE,"[""Payment failed""]",24-48 hours
txn_e48626c3,37640.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 48 days overdue""]",1-3 days
txn_70397749,16855.0,30,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,"[""Payment failed""]",15-30 minutes
txn_71078dd6,14367.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_d1720a17,25583.0,30,MEDIUM,TEMPORARY_PAYMENT_FAILURE,"[""Payment failed""]",15-30 minutes
txn_2919dfbb,10794.0,65,HIGH,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 3 previous failed payments"", ""Invoice is 77 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_17425d1d,23993.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 44 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_e0061b75,6907.0,40,MEDIUM,SUBSCRIPTION_PAYMENT_FAILURE,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",24-48 hours
txn_074cdc44,10337.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 89 days overdue""]",1-3 days
txn_5c39228c,48556.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 61 days overdue""]",1-3 days
txn_4bc30d1a,29177.0,30,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,"[""Payment failed""]",15-30 minutes
txn_076843b5,45302.0,30,MEDIUM,AUTHENTICATION_FAILURE,"[""Payment failed""]",1-4 hours
txn_916ffeb3,9401.0,40,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",15-30 minutes
txn_65d8598d,3078.0,45,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer has 3 previous failed payments"", ""Customer lifetime value is >= 100,000""]",30-60 minutes
txn_c8ab8d47,32989.0,50,MEDIUM,AUTHENTICATION_FAILURE,"[""Payment failed"", ""Customer has 3 previous failed payments"", ""Customer lifetime value is >= 100,000""]",1-4 hours
txn_d552677d,48425.0,40,MEDIUM,TEMPORARY_PAYMENT_FAILURE,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",15-30 minutes
txn_de527af3,5712.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_8f44cc35,42664.0,40,MEDIUM,OTHER_REVENUE_RISK,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",24 hours
txn_59226add,47917.0,35,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer lifetime value is >= 100,000""]",30-60 minutes
txn_dddb3dc6,47565.0,65,HIGH,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 3 previous failed payments"", ""Invoice is 71 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_864f2501,24772.0,30,MEDIUM,OTHER_REVENUE_RISK,"[""Payment failed""]",24 hours
txn_2b237928,26183.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 53 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_2aa2e26d,48964.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 82 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_8a6f03c7,40528.0,30,MEDIUM,TEMPORARY_PAYMENT_FAILURE,"[""Payment failed""]",15-30 minutes
txn_49265148,17302.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_2845ab5c,44807.0,65,HIGH,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 4 previous failed payments"", ""Invoice is 85 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_8e22cd4c,31638.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_9716c82d,49419.0,40,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",15-30 minutes
txn_3e254052,15167.0,30,MEDIUM,SUBSCRIPTION_PAYMENT_FAILURE,"[""Payment failed""]",24-48 hours
txn_e0a2361b,46711.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 27 days overdue""]",1-3 days
txn_2ec19eb2,39224.0,65,HIGH,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 5 previous failed payments"", ""Invoice is 29 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_7d41e4ba,10845.0,35,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer has 3 previous failed payments""]",30-60 minutes
txn_f71ba08e,22466.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 86 days overdue""]",1-3 days
txn_30e401e3,32372.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 37 days overdue""]",1-3 days
txn_752ab599,21594.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 33 days overdue""]",1-3 days
txn_1ea4e29d,19212.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 31 days overdue""]",1-3 days
txn_1b99ec52,7673.0,30,MEDIUM,PAYMENT_METHOD_FAILURE,"[""Payment failed""]",1-4 hours
txn_78fc9403,25214.0,35,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer lifetime value is >= 100,000""]",30-60 minutes
txn_dead182d,19439.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_9c2c2bf9,23822.0,30,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,"[""Payment failed""]",15-30 minutes
txn_ae8cd53a,34351.0,65,HIGH,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 5 previous failed payments"", ""Invoice is 80 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_b272fb77,29923.0,30,MEDIUM,TEMPORARY_PAYMENT_FAILURE,"[""Payment failed""]",15-30 minutes
txn_a7f66bd7,36338.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 20 days overdue""]",1-3 days
txn_90bea39d,19954.0,30,MEDIUM,TEMPORARY_PAYMENT_FAILURE,"[""Payment failed""]",15-30 minutes
txn_5e8f165a,9658.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_9b49e221,22247.0,50,MEDIUM,PAYMENT_METHOD_FAILURE,"[""Payment failed"", ""Customer has 3 previous failed payments"", ""Customer lifetime value is >= 100,000""]",1-4 hours
txn_0f7a9bfb,878.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_09c075ac,49213.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_10bcd6ac,18075.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 5 previous failed payments"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_c3a2a930,37030.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 28 days overdue""]",1-3 days
txn_951a4706,23319.0,40,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",15-30 minutes
txn_5fb02e6f,48315.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 84 days overdue""]",1-3 days
txn_e31024ff,47445.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 20 days overdue""]",1-3 days
txn_8037dcca,41822.0,30,MEDIUM,PAYMENT_METHOD_FAILURE,"[""Payment failed""]",1-4 hours
txn_aa32560e,44428.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_9ec1181a,11275.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 28 days overdue""]",1-3 days
txn_0b1b7d54,34422.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_b84643b9,16389.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
txn_cdb0d392,8219.0,40,MEDIUM,TEMPORARY_PAYMENT_FAILURE,"[""Payment failed"", ""Customer lifetime value is >= 100,000""]",15-30 minutes
txn_b5f2e5da,39163.0,30,MEDIUM,AUTHENTICATION_FAILURE,"[""Payment failed""]",1-4 hours
txn_c3f4b387,35782.0,30,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,"[""Payment failed""]",15-30 minutes
txn_e3e6b92f,23435.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 42 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_24572cbb,33600.0,30,MEDIUM,OTHER_REVENUE_RISK,"[""Payment failed""]",24 hours
txn_4aeae06a,18471.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 63 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_f58d78f1,651.0,65,HIGH,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 5 previous failed payments"", ""Invoice is 28 days overdue"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_67b29122,29510.0,35,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer lifetime value is >= 100,000""]",30-60 minutes
txn_787db78c,16079.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 3 previous failed payments"", ""Invoice is 19 days overdue""]",1-3 days
txn_f14c7733,47827.0,35,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue""]",1-3 days
txn_10a13ef8,35300.0,55,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Customer has 4 previous failed payments"", ""Customer lifetime value is >= 100,000""]",1-3 days
txn_ae173adb,3278.0,45,MEDIUM,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned"", ""Customer has 5 previous failed payments"", ""Customer lifetime value is >= 100,000""]",30-60 minutes
txn_f2236911,22979.0,45,MEDIUM,OVERDUE_RECEIVABLE,"[""Invoice is overdue"", ""Invoice is 81 days overdue""]",1-3 days
txn_7662ac1e,28502.0,25,LOW,CHECKOUT_ABANDONMENT,"[""Checkout was abandoned""]",30-60 minutes
